PROCESS	PATTERN	QUERY	FILTERED_SENTENCE
adaptation	<process name> depends on factors such as *	adaptation depends on factors such as *	As a result the success of adaptation depends on factors such as economic status, technology, health, education, information skills, infrastructure, access to...
adaptation	<process name> depends on factors such as *	adaptation depends on factors such as *	The effectiveness of Channel catfish pectoral spines as an anti-predator adaptation depends on factors such as predator size relative to prey size (Hambright,...
adaptation	<process name> depends on factors such as *	adaptation depends on factors such as *	In penaeids, it has been observed that enzymatic adaptation depends on factors such as: the morphological changes related to ontogeny (Lovett and Felder,...
adaptation	<process name> depends on factors such as *	adaptation depends on factors such as *	adaptation depends on factors such as economic status, technology, health, education, information, skills, infrastructure, access to assets, and management...
adaptation	* is necessary for <process name>	* is necessary for adaptation	The overall purpose of our study was to investigate whether AMPK is necessary for adaptations of skeletal muscle to endurance training.
adaptation	* is necessary for <process name>	* is necessary for adaptation	They can be bent to an angle of up to 180 and brought back to their original shape, an ability that is necessary for adaptation inside a living system.
adaptation	* is necessary for <process name>	* is necessary for adaptation	that is necessary for adaptation inside a living system.
adaptation	* is necessary for <process name>	* is necessary for adaptation	Ileum-derived Glucagon-like Peptide-2 is Necessary for Adaptation in Neonatal Short Bowel Piglets.
adaptation	* is necessary for <process name>	* is necessary for adaptation	Here, we review these models of adaptation at environmental or parapatric ... adaptation, or supplying the genetic variation that is necessary for adaptation to...
adaptation	* is necessary for <process name>	* is necessary for adaptation	Eventually, they adapt to the checkpoint and proceed along the cell cycle ..... We next asked why Cdc28 activity is necessary for adaptation (Fig.
adaptation	* is necessary for <process name>	* is necessary for adaptation	Risk is Necessary for Adaptation, Innovation and Success (December 21, 2011) Ironically, perhaps, building a new sustainable future requires being fully...
adaptation	* is necessary for <process name>	* is necessary for adaptation	PCC 6803 Is Necessary for Adaptation to High-Salt Stress ... primary-like  factors that have important roles when bacteria adapt to a changing environment.
adaptation	* is necessary for <process name>	* is necessary for adaptation	Aug 6, 2015 ... Automatic Adaptation to Fast Input Changes in a Time-Invariant ..... a cellular property, using a nonlinearity, as is necessary for adaptation of the...
adaptation	* is necessary for <process name>	* is necessary for adaptation	Long-term rotational vestibulo-ocular (VOR) adaptation occurs during ... (2) retinal slip is necessary for adaptation; or (3) adaptation that would have otherwise...
adaptation	* is necessary for <process name>	* is necessary for adaptation	Feedback control of Snf1 protein and its phosphorylation is necessary for adaptation to environmental stress.
